Strain,Australis,Autumnalis,Ballum,Bataviae,Canicola,Celledoni,Cynopteri,Djasiman,Grippotyphosa,Hebdomadis,Icterohaemorrhagiae,Javanica,Manhao,Mini,Panama,Pomona,Pyrogenes,Ranarum,Sarmin,Sejroe,Shermani,Tarassovi,Serogroup,class,Species,max
202101403,49.971,58.015,61.342,44.72,90.78,59.268,56.875,63.09,61.864,48.698,95.067,65.388,64.364,43.151,50.877,59.533,83.794,59.113,65.217,45.723,46.012,51.781,Icterohaemorrhagiae,1,interrogans,95.067
202103005,49.647,57.743,61.355,44.833,90.781,59.359,56.941,63.214,61.866,48.822,95.067,65.4,64.379,43.268,50.908,59.534,83.506,59.128,65.306,45.843,46.115,51.799,Icterohaemorrhagiae,1,interrogans,95.067
201801191,61.494,74.873,47.381,41.749,54.72,42.913,80.479,95.09,84.728,39.345,55.754,47.855,44.908,33.864,60.712,87.97,54.548,41.285,46.165,36.384,40.563,40.827,Autumnalis,2,interrogans,95.09
ratnapura1439,65.421,80.187,50.844,41.799,54.901,44.394,86.777,84.207,95.1,38.066,52.237,49.141,47.313,33.687,63.407,76.267,54.17,44.007,44.607,36.414,41.807,43.33,Grippotyphosa,2,kirschneri,95.1
202202118,49.981,58.144,61.345,44.798,90.823,59.293,57.013,63.175,61.913,48.783,95.108,65.39,64.383,43.232,50.902,59.576,83.964,59.14,65.278,45.805,46.212,51.861,Icterohaemorrhagiae,1,interrogans,95.108
leptoCuba22,50.065,57.808,61.421,44.805,90.861,59.337,56.944,63.183,62.112,48.788,95.145,65.462,64.432,43.236,50.958,59.604,83.831,59.188,65.286,45.816,46.23,51.872,Icterohaemorrhagiae,1,interrogans,95.145
202102988,50.022,57.914,61.439,44.831,90.888,59.36,56.939,63.211,61.986,48.825,95.148,65.48,64.456,43.268,50.906,59.641,83.711,59.206,65.302,45.843,46.048,51.901,Icterohaemorrhagiae,1,interrogans,95.148
2002009669,50.072,57.385,61.405,44.814,90.871,59.343,56.861,63.192,61.967,48.8,95.154,65.465,64.44,42.806,50.966,59.612,83.832,59.191,65.188,45.398,46.001,51.444,Icterohaemorrhagiae,1,interrogans,95.154
201801165,61.552,74.673,47.441,41.818,54.785,42.97,80.702,95.167,84.802,39.421,55.817,47.911,44.963,33.936,60.776,88.316,54.478,41.342,46.221,36.458,40.445,40.903,Autumnalis,2,interrogans,95.167
200804418,50.067,57.918,61.44,44.837,90.888,59.362,56.976,63.218,61.986,48.826,95.171,65.48,64.455,43.272,50.983,59.641,83.43,59.174,65.309,45.847,46.059,51.907,Icterohaemorrhagiae,1,interrogans,95.171
L0066,46.343,49.73,86.327,39.113,67.236,77.848,51.921,51.653,56.349,39.907,69.978,95.192,65.036,39.481,49.303,52.676,72.178,71.088,66.487,43.116,45.038,57.452,Javanica,1,borgpetersenii,95.192
201801162,61.587,74.975,47.528,41.824,54.809,42.99,80.633,95.195,84.847,39.412,55.836,47.993,44.995,33.982,60.827,88.063,54.755,41.38,46.256,36.559,40.827,40.803,Autumnalis,2,interrogans,95.195
201801158bis,62.232,77.063,50.987,42.781,58.993,44.142,81.31,92.847,95.202,40.862,57.134,49.013,48.503,35.24,62.003,82.438,58.008,44.991,45.933,36.789,43.424,43.719,Grippotyphosa,2,interrogans,95.202
201100516,50.057,57.542,61.496,44.891,90.947,59.41,56.927,63.282,62.056,48.886,95.227,65.533,64.507,42.921,50.905,59.703,83.923,59.257,65.349,45.528,46.146,51.577,Icterohaemorrhagiae,1,interrogans,95.227
201900329,45.243,51.212,95.247,39.569,68.081,65.907,52.143,54.66,58.623,40.305,61.442,83.506,63.207,39.589,46.936,55.042,71.65,63.522,61.685,43.566,47.074,58.018,Ballum,1,borgpetersenii,95.247
201801190,61.658,74.859,47.6,41.905,54.888,43.056,80.821,95.284,84.937,39.502,55.912,48.061,45.062,34.066,60.905,87.084,54.646,41.449,46.262,36.646,40.797,40.891,Autumnalis,2,interrogans,95.284
DCP-041,28.627,31.876,33.799,33.206,38.468,31.471,32.633,33.47,34.257,76.289,38.096,34.07,34.687,80.565,30.079,35.041,38.034,31.427,34.741,95.291,39.227,40.337,Sejroe,3,borgpetersenii,95.291
R066,51.239,57.923,62.621,46.359,92.248,60.438,57.818,63.772,63.575,50.7,95.314,66.3,65.767,44.974,52.729,60.531,84.543,60.333,65.673,47.503,48.906,52.581,Icterohaemorrhagiae,1,Leptospira interrogans serovar Copenhageni str. R066,95.314
202102996,50.2,58.461,61.601,45.001,91.053,59.506,57.16,63.4,62.177,49.025,95.328,65.632,64.603,43.459,51.138,59.806,84.13,59.359,65.449,46.044,46.554,52.093,Icterohaemorrhagiae,1,interrogans,95.328
201801753,61.706,74.785,47.598,41.993,54.958,43.111,80.815,95.359,84.997,39.614,55.983,48.059,45.108,34.117,60.945,88.209,54.841,41.491,46.358,36.643,40.723,41.093,Autumnalis,2,interrogans,95.359
201801758,61.779,74.865,47.724,42.044,55.025,43.169,81.129,95.438,85.091,39.656,56.043,48.177,45.176,34.21,61.038,87.33,54.861,41.567,46.43,36.794,40.95,41.043,Autumnalis,2,interrogans,95.438
M933_lip32_mutant,52.098,54.65,69.877,45.239,89.323,64.228,52.931,59.884,60.128,49.782,85.909,67.982,66.181,43.78,52.467,57.394,95.473,63.405,68.779,45.804,49.116,53.076,Pyrogenes,1,Leptospira interrogans serovar Manilae str. M933_lip32_mutant,95.473
Fiocruz_L1_130,49.486,57.831,61.083,44.028,91.171,58.423,56.53,62.803,60.755,48.037,95.525,65.224,64.184,41.828,50.363,59.197,83.723,58.246,65.06,44.429,45.042,50.614,Icterohaemorrhagiae,1,interrogans,95.525
441_IZSLER,49.421,57.21,61.084,44.033,91.18,58.431,56.477,62.813,60.756,48.043,95.533,65.206,64.185,42.4,50.283,59.206,82.894,58.239,65.061,45.018,44.786,51.214,Icterohaemorrhagiae,1,interrogans,95.533
Fiocruz_R83,49.506,57.828,61.086,44.035,91.182,58.432,56.416,62.816,60.758,48.045,95.535,65.227,64.186,42.402,50.362,59.208,82.839,58.243,65.062,45.02,45.034,51.217,Icterohaemorrhagiae,1,interrogans,95.535
Verdun_LP,49.419,57.832,61.254,44.035,91.177,58.432,56.588,62.811,60.763,48.045,95.535,65.231,64.19,42.636,50.284,59.204,83.541,58.243,65.066,45.02,45.041,51.217,Icterohaemorrhagiae,1,interrogans,95.535
274_IZSLER,49.432,57.287,61.086,43.969,91.182,58.432,56.416,62.816,60.758,48.045,95.535,65.208,64.186,42.402,50.253,59.208,82.363,58.243,65.062,45.02,44.789,51.217,Icterohaemorrhagiae,1,interrogans,95.535
425_IZSLER,49.44,57.287,61.086,44.035,91.182,58.432,56.416,62.816,60.758,48.045,95.535,65.208,64.186,42.402,50.284,59.208,82.426,58.243,65.062,45.02,44.789,51.217,Icterohaemorrhagiae,1,interrogans,95.535
201300035,50.542,58.412,62.134,45.342,91.387,59.836,57.529,63.775,62.607,49.707,95.648,66.134,64.941,44.082,51.523,60.128,84.143,59.866,65.791,46.669,47.304,52.754,Icterohaemorrhagiae,1,interrogans,95.648
PIKA,50.508,58.332,61.904,45.453,91.394,59.862,57.476,63.897,62.549,49.501,95.653,65.921,64.884,43.91,51.568,60.111,84.517,59.651,65.795,46.496,47.255,52.478,Icterohaemorrhagiae,1,interrogans,95.653
FMAS_KG1,36.319,34.708,34.477,95.653,39.988,31.839,38.644,41.547,40.252,35.899,40.157,33.209,31.63,32.82,37.224,41.17,40.569,32.085,34.399,34.291,55.133,51.376,Bataviae,4,Leptospira interrogans,95.653
201801176ter,65.343,79.008,49.405,42.547,57.198,45.158,80.966,95.72,89.72,40.099,57.983,49.845,46.449,34.841,62.833,89.081,57.145,43.205,46.272,37.556,42.451,43.217,Autumnalis,2,interrogans,95.72
201801167,65.305,79.041,49.15,42.569,57.2,45.104,80.92,95.727,89.662,39.902,57.989,49.605,46.379,34.598,62.764,89.085,57.461,43.008,46.181,37.252,41.986,43.108,Autumnalis,2,interrogans,95.727
56609,62.518,74.381,50.601,41.877,58.809,43.546,80.156,91.34,95.743,40.972,56.346,49.252,48.305,34.863,62.995,78.355,57.241,44.872,45.795,36.686,43.221,42.985,Grippotyphosa,2,interrogans,95.743
FMAS_PN2,47.819,53.329,65.235,42.657,95.784,54.891,53.041,60.067,60.496,48.011,85.603,61.987,62.638,42.518,48.229,57.59,85.426,57.298,62.705,44.403,43.641,49.259,Icterohaemorrhagiae,1,Leptospira interrogans,95.784
202202119,50.56,58.751,62.026,45.286,91.536,59.809,57.157,63.949,62.723,49.552,95.79,66.035,64.998,43.868,51.504,60.238,84.618,59.773,65.829,46.295,47.231,52.665,Icterohaemorrhagiae,1,interrogans,95.79
201900341,50.633,58.632,62.088,45.558,91.594,59.709,57.625,64.008,62.792,49.621,95.85,66.09,65.053,44.019,51.6,60.347,84.24,59.819,65.881,46.612,47.207,52.692,Icterohaemorrhagiae,1,interrogans,95.85
IP1509009,63.762,75.29,49.562,43.154,57.284,43.636,83.043,89.998,85.189,41.597,56.656,49.009,46.652,35.51,61.854,95.852,56.783,42.941,46.882,37.907,42.964,43.053,Pomona,2,interrogans,95.852
LO-3,47.19,54.469,65.343,42.507,95.89,55.717,53.794,60.656,60.977,48.655,86.016,62.46,62.55,43.404,48.942,56.118,86.868,57.815,62.507,44.379,46.19,52.081,Canicola,1,interrogans,95.89
CR0821,35.49,36.428,45.397,52.428,46.559,40.725,38.514,38.571,41.929,39.732,45.982,43.379,40.536,37.583,37.317,40.729,46.108,40.987,48.845,39.145,95.905,76.165,Shermani,4,santarosai,95.905
202001619,50.727,58.908,62.184,45.67,91.702,59.961,57.809,64.136,62.907,49.743,95.949,66.179,65.137,44.13,51.707,60.445,84.48,59.915,65.968,46.731,47.454,52.815,Icterohaemorrhagiae,1,interrogans,95.949
201601171,64.154,74.813,48.296,43.131,55.779,43.1,83.599,93.484,84.446,41.408,55.194,47.854,45.563,35.77,61.654,95.988,55.449,41.842,46.958,38.13,42.742,42.528,Pomona,2,interrogans,95.988
202001249,50.819,59.035,62.224,45.717,91.75,60.073,57.891,64.186,62.961,49.792,95.993,66.217,65.177,44.18,51.819,60.463,84.411,59.951,65.999,46.777,47.586,52.866,Icterohaemorrhagiae,1,interrogans,95.993
200210329,50.859,58.78,62.249,45.744,91.78,59.86,57.883,64.218,62.992,49.826,96.023,66.242,65.202,44.212,51.854,60.521,84.54,59.976,66.025,46.81,47.503,52.895,Icterohaemorrhagiae,1,interrogans,96.023
OS80,46.264,51.262,85.813,39.238,66.911,77.987,51.799,51.943,56.573,39.614,69.62,96.03,64.959,39.214,48.83,53.248,71.838,71.2,66.592,43.465,45.253,57.963,Javanica,1,borgpetersenii,96.03
200412424,50.848,58.755,62.277,45.774,91.807,60.123,57.88,64.213,62.98,49.864,96.049,66.269,65.225,44.246,51.884,60.471,84.359,60.003,65.878,46.838,47.555,52.933,Icterohaemorrhagiae,1,interrogans,96.049
LEPTOCUBA17,44.398,50.314,96.062,40.044,68.708,66.432,52.046,54.373,58.398,39.873,61.618,83.835,63.924,39.345,46.018,54.076,72.515,64.498,62.659,43.552,46.835,58.388,Ballum,1,borgpetersenii,96.062
198085,46.304,51.317,85.861,39.287,66.968,78.034,51.854,52.007,56.633,39.678,69.674,96.076,65.004,39.396,48.885,53.29,71.892,71.249,66.637,43.633,45.346,58.137,Javanica,1,borgpetersenii,96.076
Langkawi,49.468,52.785,57.505,42.797,87.504,58.94,52.766,58.036,58.238,46.658,96.132,61.468,61.339,40.704,50.652,55.645,80.226,58.505,61.212,42.627,43.485,48.264,Icterohaemorrhagiae,1,interrogans,96.132
LEPTOCUBA05,64.424,76.758,49.657,43.1,57.551,43.856,83.763,90.508,86.874,41.538,56.895,49.245,46.898,35.732,62.59,96.132,56.948,43.157,47.089,38.252,42.844,43.416,Pomona,2,interrogans,96.132
201700303,63.025,73.738,47.019,40.036,54.556,41.401,80.591,89.908,83.387,38.159,54.032,46.717,44.42,32.646,59.616,96.167,54.392,40.577,44.623,35.041,37.363,40.12,Pomona,2,interrogans,96.167
202300078,28.801,32.102,33.909,33.016,38.647,31.66,32.463,34.008,34.335,78.325,38.277,34.067,34.858,81.677,29.718,35.543,37.668,31.569,34.814,96.174,39.302,41.469,Sejroe,3,borgpetersenii,96.174
CSL10083,64.919,74.3,49.38,41.874,56.763,43.079,82.396,92.672,84.815,40.576,55.395,48.507,46.157,35.107,61.546,96.254,56.336,42.441,46.192,36.846,41.463,41.667,Pomona,2,interrogans,96.254
GR5,63.54,73.22,48.078,40.635,55.289,42.064,80.978,91,84.002,39.191,53.988,47.391,44.959,34.105,60.299,96.276,55.767,41.218,45.328,35.809,39.484,40.599,Pomona,2,Leptospira interrogans serovar Pomona,96.276
202300080,28.708,32.139,33.909,32.927,38.647,31.698,32.444,34.008,34.335,78.141,38.277,34.067,34.858,81.637,29.76,35.646,37.73,31.569,34.814,96.344,39.302,41.643,Sejroe,3,borgpetersenii,96.344
L1111,36.165,35.728,35.287,96.407,40.154,33.885,39.509,40.521,41.347,36.266,40.343,33.968,32.351,33.608,37.651,39.347,39.906,32.792,33.387,35.328,56.434,53.782,Bataviae,4,interrogans,96.407
Naam,51.86,56.992,59.89,45.066,89.258,61.216,55.715,61.161,61.432,49.101,96.453,64.043,63.021,43.125,52.454,58.153,82.406,60.096,63.838,45.216,47.272,54.049,Icterohaemorrhagiae,1,interrogans,96.453
1342KT,34.263,35.993,44.883,49.123,45.935,41.001,37.031,37.797,41.42,38.352,45.338,42.974,40.06,36.686,36.049,38.699,45.258,40.502,48.4,36.553,96.481,76.399,Shermani,4,santarosai,96.481
CSL4002,64.302,74.056,48.904,41.445,56.691,42.941,81.834,92.736,85.577,40.64,55.324,48.564,46.086,34.507,61.638,96.486,55.254,42.388,46.238,36.169,41.376,41.394,Pomona,2,interrogans,96.486
202300082,28.566,32.136,33.902,33.003,38.643,31.737,32.641,34.025,34.33,78.321,38.273,34.06,34.851,81.837,29.798,35.657,37.727,31.566,34.808,96.503,39.29,41.586,Sejroe,3,borgpetersenii,96.503
cuba_15,44.959,50.837,96.503,39.741,69.165,66.266,52.471,54.562,59.307,39.442,62.022,84.442,63.621,38.587,46.587,55.188,73.407,64.418,62.728,42.797,46.478,57.774,Ballum,1,borgpetersenii,96.503
200302438,51.295,59.579,62.719,46.314,92.301,60.544,58.337,64.808,63.582,50.411,96.522,66.689,65.637,44.757,52.374,60.987,84.929,60.427,66.447,47.401,48.48,53.477,Icterohaemorrhagiae,1,interrogans,96.522
FMAS_AP5,48.288,54.348,69.245,42.986,88.561,60.609,53.286,59.252,59.178,45.57,82.457,66.838,64.498,39.706,49.187,55.935,96.529,59.564,65.894,42.64,43.703,51.24,Pyrogenes,1,Leptospira interrogans,96.529
4-I,44.341,50.218,86.567,38.26,67.613,74.844,52.835,52.353,57.72,38.533,67.31,96.532,65.266,38.804,47.004,53.602,72.498,68.633,66.809,43.059,43.579,56.915,Javanica,1,borgpetersenii,96.532
148274,63.93,76.253,48.736,41.199,56.844,41.877,77.813,96.56,90.23,38.38,54.917,47.064,46.77,32.695,60.82,86.425,56.084,43.142,44.252,35.197,39.666,41.083,Grippotyphosa,2,interrogans,96.56
200201191,51.328,59.345,62.806,46.372,92.394,60.608,58.477,64.871,63.642,50.518,96.61,66.766,65.716,44.86,52.378,61.114,84.9,60.505,66.52,47.468,48.5,53.578,Icterohaemorrhagiae,1,interrogans,96.61
208140,63.999,76.449,48.83,41.278,56.924,41.943,77.878,96.647,90.394,38.368,54.993,47.152,46.836,32.779,60.896,87.287,56.23,43.211,44.316,35.283,39.903,41.17,Grippotyphosa,2,interrogans,96.647
158174,64.185,76.491,49.004,41.741,56.995,42.114,77.999,96.672,90.468,39.098,55.057,47.322,47.056,33.438,61.094,86.542,56.25,43.416,44.514,35.909,40.964,41.867,Grippotyphosa,2,interrogans,96.672
202100004,62.997,73.678,46.844,39.711,54.239,41.159,80.505,89.912,83.196,37.797,53.721,46.484,44.176,32.413,59.403,96.727,54.705,40.407,44.486,34.745,37.614,39.817,Pomona,2,interrogans,96.727
56666,51.14,53.77,59.45,45.353,89.554,60.819,55.045,61.471,60.224,49.607,96.813,63.483,63.026,43.44,52.889,57.694,81.795,60.453,63.421,45.387,47.191,50.832,Canicola,1,Leptospira interrogans,96.813
213K,64.136,76.538,50.057,43.871,57.072,45.186,82.261,96.876,86.974,41.129,58.017,51.077,47.201,36.267,62.223,89.706,57.079,43.385,47.84,39.33,43.634,45.002,Autumnalis,2,interrogans,96.876
FMAS_AW3,48.65,54.305,69.454,43.191,88.82,60.532,52.932,59.252,59.375,45.742,81.618,67.034,64.769,39.835,49.221,55.673,96.881,59.728,65.897,42.779,43.72,51.49,Pyrogenes,1,Leptospira interrogans,96.881
L0864,47.067,50.573,87.162,40.218,68.04,78.253,52.944,52.781,57.687,41.035,70.745,96.91,65.733,41.328,50.166,53.173,72.282,71.859,67.511,44.935,46.667,59.22,Javanica,1,borgpetersenii,96.91
DSM_21538,45.287,51.292,86.546,38.276,67.213,77.795,51.618,52.362,54.978,39.709,70.051,96.91,65.208,39.267,48.528,51.816,71.655,70.934,67.012,42.51,45.667,58.528,Javanica,1,borgpetersenii,96.91
198076,52.055,56.708,59.883,44.753,89.369,61.389,55.651,60.828,61.378,48.763,96.962,64.039,63.313,43.205,52.547,58.371,82.762,60.35,63.597,45.491,46.748,54.372,Icterohaemorrhagiae,1,interrogans,96.962
56602,46.359,50.661,87.211,39.488,68.213,78.654,52.927,52.755,57.66,41.067,70.919,96.985,65.854,40.743,50.209,52.94,72.445,71.932,67.413,43.554,46.624,58.664,Javanica,1,Leptospira borgpetersenii,96.985
MitisJohnson,36.828,39.394,49.59,52.797,47.04,41.6,41.017,41.493,43.315,40.281,47.091,48.567,41.143,40.728,36.29,42.369,45.633,41.111,42.989,44.398,68.177,96.994,Tarassovi,4,borgpetersenii,96.994
LJ178,47.034,53.923,65.218,41.721,97.066,54.867,53.067,60.321,60.643,46.723,86.45,61.874,62.27,41.581,48.052,55.989,87.435,57.094,62.145,42.48,43.666,51.241,Canicola,1,interrogans,97.066
TC129,28.428,31.876,33.894,33.206,38.637,31.568,32.41,33.47,34.257,77.904,38.261,34.092,34.833,82.197,30.028,35.041,38.058,31.571,34.7,97.07,39.227,40.508,Sejroe,3,borgpetersenii,97.07
TC112,28.428,31.876,33.894,33.206,38.637,31.568,32.41,33.47,34.257,77.904,38.261,34.092,34.833,82.197,30.028,35.041,38.058,31.571,34.7,97.07,39.227,40.508,Sejroe,3,borgpetersenii,97.07
TC147,28.438,31.876,33.894,33.206,38.637,31.572,32.414,33.47,34.257,77.904,38.261,34.092,34.833,82.182,30.033,35.057,38.058,31.571,34.713,97.07,39.227,40.508,Sejroe,3,borgpetersenii,97.07
TC273,28.428,31.876,33.894,33.206,38.637,31.568,32.41,33.47,34.257,77.904,38.261,34.092,34.833,82.197,30.028,35.057,38.058,31.571,34.713,97.07,39.227,40.508,Sejroe,3,borgpetersenii,97.07
202300077,29.044,32.105,33.909,33.118,38.647,31.743,32.555,34.029,34.335,78.325,38.277,34.067,34.858,82.098,29.802,35.661,37.671,31.569,34.814,97.09,39.302,41.886,Sejroe,3,borgpetersenii,97.09
201902969,63.305,74.017,47.137,40.124,54.642,41.441,80.868,90.367,83.592,38.256,54.107,46.76,44.46,32.778,59.745,97.134,55.118,40.647,44.745,35.092,38.138,40.176,Pomona,2,interrogans,97.134
200901116,29.032,29.713,32.735,33.309,38.261,32.266,33.086,33.052,34.144,79.504,37.694,32.814,35.193,97.148,32.132,35.701,36.794,31.544,35.316,86.38,39.573,39.731,Mini,3,mayottensis,97.148
1489,35.929,36.264,33.913,97.224,39.339,30.869,38.485,41.231,40.263,35.146,39.711,32.967,31.638,32.178,36.621,39.818,40.431,32.169,34.755,34.229,55.139,53.568,Bataviae,4,interrogans,97.224
FMAS_AP6,48.427,54.501,69.337,42.986,88.686,60.529,53.094,59.734,59.367,45.57,82.705,67.028,64.664,39.706,49.104,56.137,97.231,59.725,66.14,42.64,43.703,51.49,Pyrogenes,1,Leptospira interrogans,97.231
ZUN142,97.234,79.377,46.356,41.029,50.089,44.421,67.946,70.616,72.824,36.762,51.25,44.98,42.964,33.266,74.048,68.148,50.51,41.877,44.084,35.369,39.781,43.292,Autumnalis,2,noguchii,97.234
IPAV,49.256,52.91,57.46,42.644,87.458,58.808,52.551,58.483,57.637,46.62,97.237,61.788,61.142,40.633,50.473,55.703,80.989,58.495,61.502,42.51,43.473,48.432,Icterohaemorrhagiae,1,interrogans,97.237
JB197,29.055,32.116,34.048,33.228,38.652,31.956,33.575,33.58,34.383,77.849,38.341,34.16,34.904,82.395,30.504,35.118,38.076,31.625,34.765,97.268,39.229,40.458,Sejroe,3,borgpetersenii,97.268
203,29.124,32.223,33.909,33.171,38.647,31.736,32.658,34.008,34.335,78.325,38.277,34.067,34.858,82.22,29.793,35.646,37.849,31.569,34.814,97.273,39.59,42.019,Sejroe,3,borgpetersenii,97.273
CR2021,43.995,49.954,97.319,38.658,68.786,66.174,51.292,53.725,58.361,38.348,61.348,84.778,63.662,37.967,45.609,54.131,72.728,64.64,62.448,42.118,44.669,57.622,Ballum,1,borgpetersenii,97.319
L49,28.536,31.876,33.894,33.206,38.633,31.561,32.405,33.47,34.257,77.899,38.257,34.092,34.833,82.187,30.024,35.041,38.054,31.571,34.713,97.327,39.227,40.512,Sejroe,3,borgpetersenii,97.327
DCP-009,28.557,31.876,33.894,33.206,38.637,31.572,32.414,33.47,34.257,77.904,38.261,34.092,34.833,82.186,30.033,35.041,38.058,31.571,34.713,97.327,39.227,40.512,Sejroe,3,borgpetersenii,97.327
611,47.166,54.064,65.352,41.721,97.328,54.87,53.076,60.326,60.812,46.723,86.695,62.003,62.411,41.581,48.199,56.136,87.661,57.169,62.147,42.48,43.666,51.239,Canicola,1,interrogans,97.328
L550,28.557,31.876,33.894,33.206,38.637,31.572,32.414,33.47,34.257,77.904,38.261,34.092,34.833,82.191,30.033,35.041,38.058,31.571,34.713,97.332,39.227,40.512,Sejroe,3,borgpetersenii,97.332
201800888,64.227,74.588,49.261,41.778,56.965,43.441,82.096,91.511,84.391,41.081,56.41,48.761,46.431,35.442,60.785,97.393,56.537,42.743,46.379,37.799,42.202,42.971,Pomona,2,interrogans,97.393
MN900,36.006,37.894,48.976,51.438,45.997,39.6,39.236,38.874,41.948,37.232,46.157,47.45,39.562,38.061,35.445,40.392,44.744,39.898,41.581,41.659,64.017,97.396,Tarassovi,4,borgpetersenii,97.396
Sri_Lanka_39,49.755,56.453,70.884,44.005,90.829,61.132,54.524,61.214,60.112,46.434,85.107,68.329,65.849,39.977,50.191,57.972,97.47,60.292,67.614,42.926,45.044,52.752,Pyrogenes,1,interrogans,97.47
56660,51.571,54.271,59.796,45.365,90.024,61.015,55.272,61.483,60.575,49.62,97.497,64.004,63.306,43.452,53.073,58.214,82.252,60.734,63.579,45.399,47.21,51.259,Javanica,1,Leptospira interrogans,97.497
G32,51.6,54.304,59.851,45.342,90.098,60.996,55.249,61.458,60.611,49.594,97.582,64.04,63.352,43.428,53.051,58.339,82.346,60.77,63.56,45.374,47.173,51.327,Icterohaemorrhagiae,1,Leptospira interrogans,97.582
Sri_Lanka_30,50.089,56.921,70.901,44.095,90.829,61.199,54.57,61.214,60.112,46.611,85.107,68.335,65.956,40.385,50.431,57.926,97.604,60.295,67.617,43.158,45.177,52.906,Pyrogenes,1,interrogans,97.604
KR39,29.47,31.858,35.105,34.56,40.069,32.727,33.848,35.085,35.872,79.942,39.631,35.285,36.033,82.986,31.391,36.344,39.41,32.806,35.869,97.614,41.56,40.792,Sejroe,3,Leptospira borgpetersenii,97.614
L60,44.282,48.848,68.361,37.845,71.514,69.109,50.346,54.558,57.907,43.401,69.164,69.031,97.657,44.482,46.451,53.672,71.166,64.123,66.905,45.124,41.298,49.584,Manhao,1,alexanderi,97.657
Sri_Lanka_46,50.133,56.792,70.901,44.094,90.829,61.134,54.524,61.214,60.112,46.615,85.107,68.335,65.852,40.164,50.315,57.972,97.669,60.295,67.617,43.043,45.04,52.698,Pyrogenes,1,interrogans,97.669
AKRFB,63.943,73.645,48.397,40.776,55.683,42.266,81.481,91.454,84.657,39.358,54.362,47.697,45.253,34.262,60.853,97.802,55.916,41.496,45.611,35.95,39.725,40.764,Pomona,2,Leptospira interrogans serovar Pomona,97.802
LO-4,47.324,54.641,65.797,42.221,97.815,55.275,53.576,60.877,61.365,47.274,87.164,62.422,62.822,42.1,48.656,56.626,88.306,57.646,62.418,43.011,44.462,51.786,Canicola,1,interrogans,97.815
I2,44.764,50.898,87.567,38.511,68.57,75.802,53.568,53.156,58.54,38.798,68.063,97.846,66.088,39.055,47.492,54.314,73.204,69.513,67.623,43.192,43.579,57.244,Javanica,1,borgpetersenii,97.846
R499,34.433,33.806,34.267,36.657,43.685,33.763,36.69,40.295,38.844,97.846,43.075,33.887,36.458,78.194,35.668,39.927,43.93,33.382,36.904,79.716,41.155,37.894,Sejroe,3,Leptospira interrogans serovar Hebdomadis str. R499,97.846
Fiocruz_LV4135,34.076,36.974,45.131,51.672,46.276,39.525,36.89,39.536,41.317,39.005,45.666,43.104,40.001,37.816,35.865,40.797,44.916,40.334,49.915,37.07,97.876,78.77,Shermani,4,santarosai,97.876
148231,64.975,77.459,49.829,42.485,58.02,42.88,78.986,97.883,91.633,39.672,56.039,48.094,47.782,34.01,61.975,88.012,57.354,44.201,45.194,36.518,42.388,42.399,Grippotyphosa,2,interrogans,97.883
SN_Ce_RL4,30.789,32.646,37.367,35.589,41.492,33.89,35.563,36.918,37.735,82.134,41.053,36.883,37.283,85.199,33.476,37.162,40.199,34.126,38.296,97.888,44.118,43.437,Sejroe,3,borgpetersenii,97.888
R168,49.396,55.555,70.417,44.099,89.889,61.416,54.209,60.457,60.58,46.775,82.64,67.941,65.559,40.838,50.144,57.31,97.889,60.646,66.757,43.83,45.458,52.68,Pyrogenes,1,Leptospira interrogans serovar Pyrogenes str. R168,97.889
Fiocruz_LV3954,34.356,37.096,45.131,51.672,46.276,39.531,36.89,39.536,41.317,39.005,45.666,43.104,40.001,37.948,35.894,40.77,44.982,40.334,49.899,37.212,97.89,78.935,Shermani,4,santarosai,97.89
MH4000,64.477,74.622,48.164,41.472,55.96,42.535,82.104,91.855,84.179,39.743,55.368,47.886,45.565,33.982,61.034,97.913,55.1,41.784,45.704,36.524,39.8,41.644,Pomona,2,interrogans,97.913
MH4012,64.487,75.228,48.174,41.484,55.972,42.544,82.115,91.867,84.192,39.756,55.379,47.896,45.575,33.994,61.045,97.924,55.47,41.794,45.801,36.536,40.242,41.657,Pomona,2,interrogans,97.924
Gui44,48.613,55.26,66.048,42.98,97.958,55.53,53.513,62.209,62.812,48.238,87.516,63.026,63.402,41.985,49.536,56.879,86.97,58.301,63.132,43.679,46.596,53.372,Canicola,1,Leptospira interrogans serovar Canicola str. Gui44,97.958
Lely_607,29.217,32.924,34.691,33.926,39.518,32.179,34.081,34.898,34.755,80.355,39.101,34.722,35.515,83.47,30.701,36.425,38.234,31.821,35.282,97.98,40.775,42.367,Sejroe,3,borgpetersenii,97.98
56605,51.555,56.493,72.104,46.421,91.674,63.319,56.624,62.921,62.864,49.426,85.56,69.634,67.281,42.72,52.497,59.328,97.994,62.425,68.753,45.757,48.993,54.256,Pyrogenes,1,Leptospira interrogans,97.994
201800574,50.41,56.85,71.129,45.102,90.632,62.113,55.172,61.745,61.445,47.582,85.038,68.599,66.166,41.738,50.907,58.51,98.018,61.333,67.893,44.663,46.704,54.281,Pyrogenes,1,interrogans,98.018
